"route","county","post_mile","leg","direction","station","description","year","integer_hour","median_count","avg_count","sd_count","days_observed"
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2006",22,4084.5,3807,835.728308992589,32
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2006",23,2602,2631.48484848485,1018.39549418473,33
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",0,2515,2372.17647058824,578.339458632873,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",1,1315,1197.58823529412,294.016593669373,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",2,737,735,154.418667912918,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",3,600,573.117647058824,93.7682531250191,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",4,545,606.764705882353,186.660631029874,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",5,891,1228.23529411765,711.801985229369,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",6,2407,3076.17647058824,1502.69321699799,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",7,5676,5738.11764705882,859.496137451541,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",8,7229.5,7081.75,794.335235695022,16
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",9,7085,6781.52941176471,781.474817064429,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",10,6773,6500.88235294118,719.570695132951,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",11,6313,6164.41176470588,546.34204703001,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",12,6281,6153.41176470588,621.958605819504,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",13,6393,6218.76470588235,642.12241136443,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",14,6570,6449.29411764706,754.51894978737,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",15,7124,6881.41176470588,928.322146322569,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",16,7106,6761.23529411765,818.024566364893,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",17,6924,6660.88235294118,844.993112572001,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",18,6932,6624.58823529412,887.102802584312,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",19,6805,6370.88235294118,902.502692679705,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",20,5680,5356.35294117647,646.646632750112,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",21,4719,4522.23529411765,527.876705468683,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",22,4290,4291,526.79490791009,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2007",23,3721,3728,842.614606448286,17
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",0,2863,2847.08695652174,265.020224450114,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",1,1458,1464.39130434783,144.187611096363,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",2,785,797.695652173913,87.7415806800695,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",3,545,551.739130434783,52.6611961602437,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",4,510,524.217391304348,42.5878306580425,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",5,998,1003.17391304348,38.2368838758802,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",6,2468,2471.08695652174,77.4989225986566,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",7,5385,5450.08695652174,246.461118645422,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",8,8060,7999.08695652174,250.293811539282,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",9,7611,7570.39130434783,225.889703401387,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",10,7424,7398.13043478261,242.378611482837,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",11,6870,6803.39130434783,191.261063644442,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",12,6723,6697.26086956522,193.300335651146,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",13,6803,6788.86956521739,212.22271841968,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",14,6715,6726.47826086957,287.252956241646,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",15,7707,7733.95652173913,208.918530937708,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",16,7975,7943.78260869565,211.879673511715,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",17,7912,7927.82608695652,202.515241216312,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",18,8040,8005.08695652174,401.817678357133,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",19,7828,7664.91304347826,377.439207994116,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",20,6142,6028.5652173913,369.068092520874,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",21,5102,5151.47826086957,308.257694671375,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",22,4868,5109.26086956522,764.151770824196,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2010",23,4122,4229.04347826087,449.940347385666,23
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",0,3369,3481.92857142857,795.347181897033,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",1,1723.5,2061.8,624.78517119481,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",2,1046,1167.42857142857,362.954485565522,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",3,666,686.985714285714,150.282390500051,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",4,549.5,561.357142857143,59.6433933351383,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",5,904.5,783.657142857143,218.337784159587,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",6,2358.5,1835.77142857143,732.86373313581,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",7,5192,4261.97142857143,1554.42885705188,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",8,7187.5,6972.2,1180.27997906662,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",9,7928,7847.77142857143,420.27162270727,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",10,7505,7457.10144927536,345.366818841492,69
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",11,6965.5,7031.2,445.471793540938,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",12,6691,6657.01428571429,297.121723597485,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",13,6718.5,6722.02857142857,250.813977572534,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",14,6723,6745.87142857143,267.365836404337,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",15,7394.5,7308.51428571429,460.212828611989,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",16,7841.5,7766.85714285714,567.867133003259,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",17,8039,7875.97142857143,673.061983738832,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",18,8100,8022.07142857143,508.422149183666,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",19,7845.5,7769.57142857143,418.490163042271,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",20,6337.5,6828.78571428571,924.973213757984,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",21,5473,5697.38571428571,708.168351654968,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",22,4967,4975.41428571429,342.627126216019,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2011",23,4520,4497.75714285714,524.377351563069,70
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",0,2655.5,2638.07142857143,396.179058710637,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",1,1489.5,1465.85714285714,211.158482571515,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",2,795,810.214285714286,114.357256046925,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",3,550,567.642857142857,101.698980032656,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",4,545.5,580.214285714286,121.925100609883,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",5,1093,1199.42857142857,424.928179427957,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",6,2789,3023.67857142857,829.150750425528,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",7,6181.5,6365,619.76530802961,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",8,7995,7934.21428571429,399.893352184921,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",9,7916,7776.5,412.467417343928,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",10,7355.5,7310.96428571429,421.504051396799,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",11,6787,6755.32142857143,212.000708169926,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",12,6731.5,6634.96428571429,311.365746842645,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",13,6705,6639.42857142857,294.765497324057,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",14,6881,6886.25,375.871986186787,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",15,7835,7748.67857142857,344.845542834322,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",16,8099.5,7940.60714285714,402.730158651957,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",17,8196.5,8026.89285714286,499.550415598734,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",18,8240,8064.78571428571,545.428432155104,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",19,7512.5,7440.71428571429,457.54707162359,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",20,6000.5,5852.75,550.054584833448,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",21,5099.5,5125.35714285714,437.22713940076,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",22,4850.5,4797.17857142857,365.417574793898,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2012",23,4074.5,4055.25,580.08011100639,28
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2014",0,2162,1435,1265.38700043487,24
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2014",1,1059,742.791666666667,655.122954219227,24
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2014",2,621.5,420.666666666667,370.949037477922,24
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2014",3,445,299.875,262.904233266726,24
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2014",4,501.5,353.375,309.608702902621,24
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2014",5,1268.5,794.541666666667,690.677297023138,24
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2014",6,3005,1930.41666666667,1674.83512275262,24
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2014",7,6690.5,4054.625,3600.30121701794,24
"101","SM",17.95,"B","S",905,"MILLBRAE AVENUE","2014",23,3329.5,2205,1956.77143141007,24
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",0,587,487.391304347826,315.072392710344,23
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",1,390,375.277777777778,84.011767772039,18
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",2,224,201.777777777778,54.3015063766305,18
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",3,183,138.260869565217,87.9194969541116,23
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",4,253,189.086956521739,112.329836173929,23
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",5,634,485,268.027474846754,23
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",6,1740,1356.78260869565,735.852255212944,23
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",7,2794.5,2830.66666666667,193.43550376714,18
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",8,3664.5,3633.33333333333,115.66635587911,18
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",9,3396.5,3395.83333333333,126.204898758282,18
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",10,3186,3187.55555555556,65.0901837925181,18
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",11,3147,3159.64705882353,144.199489066566,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",12,3333,3338.64705882353,135.080504318939,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",13,3504,3425.82352941176,189.025208402913,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",14,3369,3323.05882352941,152.992839125004,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",15,3560,3472.11764705882,279.132110825891,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",16,3585,3521.41176470588,231.416037371962,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",17,3644,3597.41176470588,146.80985100783,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",18,3517,3487.64705882353,137.302103578419,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",19,3093,3078.82352941176,130.445982735248,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",20,2177,2208.88235294118,103.960859433335,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",21,1810,1733.11764705882,145.392521451819,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",22,1748,1704.58823529412,161.897366726396,17
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1998",23,1058.5,806.090909090909,460.937544482352,22
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",0,580,595.977777777778,72.4614282626184,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",1,363.5,365.659090909091,33.4962290010961,44
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",2,280,274.522727272727,32.5722728686665,44
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",3,230,219.511111111111,47.1152466261874,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",4,265,257.733333333333,52.7211360065219,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",5,641,612.755555555556,131.294802838975,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",6,1579,1551.57777777778,303.110052687805,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",7,2690,2660,250.263303203311,44
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",8,3677,3681,172.658420682451,44
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",9,3456,3459.37777777778,234.066646384091,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",10,3204,3203.88888888889,140.841339202249,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",11,3191,3208.6,92.8487039122347,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",12,3413,3382.28888888889,119.206395157578,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",13,3486,3445.46666666667,169.060451802414,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",14,3351,3330.31111111111,159.319693216076,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",15,3640,3570.37777777778,238.091110223958,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",16,3589,3527.02222222222,288.049197888209,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",17,3653,3548.35555555556,370.935436403423,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",18,3612,3519.24444444444,317.073274837476,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",19,3125,3156.2,240.963841119934,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",20,2311,2354.24444444444,222.682321169904,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",21,1871,1876.17777777778,131.099422522979,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",22,1837,1803.35555555556,151.084286463423,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","1999",23,1102,1098,72.6770565271774,45
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",0,651,691.423728813559,118.172317691644,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",1,397,419.898305084746,75.4274474224333,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",2,292,279.423728813559,48.9419795091087,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",3,224,227.932203389831,30.3064033331638,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",4,301,291.847457627119,39.805048007422,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",5,779,744.610169491525,109.105930327959,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",6,1776,1705.05084745763,266.942162386563,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",7,2910,2844.59322033898,225.852493718269,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",8,3678,3633.74576271186,197.340471863184,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",9,3434,3380.72881355932,370.931856856926,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",10,3295,3298.8813559322,124.014332423336,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",11,3247,3228.91525423729,149.60111194216,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",12,3357,3304.05084745763,194.442210520319,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",13,3407,3378.91525423729,164.375336699337,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",14,3362,3328.45762711864,140.408925204315,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",15,3518,3470.62711864407,234.635145844975,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",16,3518,3481.05084745763,208.235064764668,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",17,3554,3510.86440677966,220.882045103741,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",18,3477,3440.37288135593,261.156373971023,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",19,3155,3172.91525423729,202.558658012217,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",20,2378,2433,227.341001657164,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",21,1995,1996.47457627119,115.803245135312,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",22,1783,1799.61016949153,142.657779191195,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2000",23,1177,1173.64406779661,112.203749816229,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",0,684.5,690.551282051282,52.2860879999164,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",1,352.5,354.166666666667,28.7995385364665,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",2,235.5,241.012820512821,34.1339963032415,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",3,214.5,222.666666666667,32.2436610770812,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",4,296.5,295.615384615385,21.1925193670521,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",5,735.5,736.487179487179,29.5009326683925,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",6,1810,1815.19230769231,65.5797438025096,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",7,2998,2968.39743589744,104.748596958473,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",8,3511,3500.17948717949,184.896162054789,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",9,3291.5,3292.46153846154,153.73503029713,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",10,3221.5,3199.0641025641,132.715234618462,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",11,3243,3204.34615384615,166.688279484439,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",12,3269,3221.94871794872,241.313392044771,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",13,3240.5,3254.53846153846,211.835435534879,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",14,3269.5,3238.41025641026,232.648189662374,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",15,3412,3372.67948717949,262.968888268434,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",16,3434.5,3391.79487179487,235.933974859155,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",17,3422,3420.82051282051,211.705734488507,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",18,3471,3414.5641025641,238.045864277944,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",19,3146,3112.62820512821,179.683062169206,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",20,2491.5,2430.58974358974,185.63813674867,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",21,1968,1974.05128205128,157.818644680293,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",22,1880,1877.66666666667,138.355336486162,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2001",23,1126,1139.35897435897,113.771127549433,78
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",0,282,390.441558441558,192.906746867529,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",1,221,257.142857142857,80.3711316144826,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",2,245,258.142857142857,55.9110464289657,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",3,285.5,378.534482758621,215.567160171638,58
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",4,1017,859.966101694915,664.554451885433,59
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",5,2783,2030.41558441558,1167.57424367394,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",6,3285.5,2721.55263157895,1139.98739636,76
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",7,3160,3207.77922077922,432.93440682761,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",8,3317,3397.67532467532,408.925274397428,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",9,3237,3294.8961038961,328.750808860946,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",10,3263,3214.72727272727,196.05655980137,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",11,3229,3230.49350649351,182.671377599562,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",12,3286,3272.88311688312,178.83224821235,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",13,3364,3336.55844155844,185.749016679872,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",14,3370,3347.02597402597,215.065104832172,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",15,3383,3337.11688311688,215.755464285623,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",16,3312,3291.51948051948,243.014002758213,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",17,3230,3253.96103896104,223.063210392223,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",18,2601,2766.63636363636,418.333155734282,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",19,2140,2458.42857142857,571.04886021415,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",20,1893,2022.14285714286,318.807181219295,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",21,1230,1386.71428571429,394.132954362212,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",22,757,1048.31168831169,493.883942784672,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2002",23,441,636.948051948052,326.062590702101,77
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2003",0,658.5,625.558823529412,166.961196881991,68
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2003",1,349.5,355.530303030303,34.5339163039956,66
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2003",2,244.5,242.954545454545,24.5604007848668,66
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2003",3,219.5,212.191176470588,40.6984752924796,68
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2003",4,313,303.779411764706,57.8536097993288,68
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2003",5,702,680.088235294118,125.627111734727,68
"101","SON",19.646,"A","N",404,"SANTA ROSA, JCT. RTE. 12","2003",6,1774,1687.16176470588,377.730718673601,68
